//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2832 5340 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2834 5340 0
//RSBOT DUMPED - Imp, 7
6211 - 2834 5347 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2834 5324 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2829 5330 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2827 5331 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2828 5330 0
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2827 5334 0
//RSBOT DUMPED - Cyclops, 81
6269 - 2829 5329 0
//RSBOT DUMPED - Jogre, 58
6268 - 2829 5341 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2835 5349 0
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2851 5350 0
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2853 5350 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2830 5315 2
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2833 5351 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2856 5350 0
//RSBOT DUMPED - Ork, 107
6271 - 2833 5353 0
//RSBOT DUMPED - Ork, 107
6272 - 2834 5353 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2845 5352 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2854 5352 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2855 5352 0
//RSBOT DUMPED - Jogre, 58
6268 - 2857 5354 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2830 5395 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2842 5394 0
//RSBOT DUMPED - Cyclops, 81
6270 - 2843 5396 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2846 5395 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2848 5395 0
//RSBOT DUMPED - Cyclops, 81
6270 - 2825 5397 0
//RSBOT DUMPED - Ork, 107
6273 - 2830 5396 0
//RSBOT DUMPED - Jogre, 58
6268 - 2830 5398 0
//RSBOT DUMPED - Ork, 107
6274 - 2832 5355 2
//RSBOT DUMPED - Jogre, 58
6268 - 2854 5361 0
//RSBOT DUMPED - Ork, 107
6271 - 2834 5357 0
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2843 5358 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2851 5359 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2853 5359 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2839 5360 0
//RSBOT DUMPED - Spiritual warrior, 134
6277 - 2846 5361 0
//RSBOT DUMPED - Cyclops, 81
6269 - 2845 5356 0
//RSBOT DUMPED - Spiritual ranger, 115
6276 - 2848 5354 0
//RSBOT DUMPED - Cyclops, 81
6269 - 2857 5361 0
//RSBOT DUMPED - Spiritual mage, 121
6278 - 2860 5353 0
//RSBOT DUMPED - Srgeant Strongstack, 141
6261 - 2867 5365 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2869 5343 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2868 5345 0
//RSBOT DUMPED - Sergeant Steelwill, 142
6263 - 2869 5360 0
//RSBOT DUMPED - Jogre, 58
6268 - 2867 5343 0
//RSBOT DUMPED - Sergeant Grimspike, 142
6265 - 2875 5359 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2872 5343 0
//RSBOT DUMPED - Ork, 107
6273 - 2871 5327 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2870 5322 0
//RSBOT DUMPED - Ork, 107
6273 - 2870 5323 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2878 5319 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2878 5319 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2878 5318 0
//RSBOT DUMPED - Ogre, 58
9185 - 2881 5332 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2879 5319 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2879 5318 0
//RSBOT DUMPED - Hellhound, 127
6210 - 2880 5321 0
//RSBOT DUMPED - Hobgoblin, 47
6275 - 2879 5321 0
//RSBOT DUMPED - Goblin, 15
6282 - 2880 5330 0
//RSBOT DUMPED - Goblin, 12
6280 - 2880 5330 0
//RSBOT DUMPED - Goblin, 12
6280 - 2879 5330 0
//RSBOT DUMPED - Goblin, 12
6281 - 2873 5330 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2880 5321 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2880 5329 2
//RSBOT DUMPED - Goblin, 17
6279 - 2880 5328 0
//RSBOT DUMPED - Hellhound, 127
6210 - 2882 5328 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2882 5330 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2882 5328 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2885 5329 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2888 5318 0
//RSBOT DUMPED - Gorak, 149
6218 - 2882 5330 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2888 5317 0
//RSBOT DUMPED - Ork, 107
6271 - 2870 5317 0
//RSBOT DUMPED - Ork, 107
6274 - 2871 5317 0
//RSBOT DUMPED - Gorak, 149
6218 - 2885 5350 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2889 5350 0
//RSBOT DUMPED - Gorak, 149
6218 - 2899 5350 2
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2885 5360 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2888 5351 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2892 5359 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2892 5357 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2894 5353 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2892 5356 2
//RSBOT DUMPED - Bloodveld, 81
6215 - 2889 5354 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2898 5359 0
//RSBOT DUMPED - Imp, 7
6211 - 2899 5359 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2898 5358 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2892 5360 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2893 5365 0
//RSBOT DUMPED - Gorak, 149
6218 - 2902 5362 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2889 5361 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2903 5351 0
//RSBOT DUMPED - Imp, 7
6211 - 2905 5351 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2906 5357 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2908 5345 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2907 5357 0
//RSBOT DUMPED - Hellhound, 127
6210 - 2913 5345 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2913 5359 0
//RSBOT DUMPED - Imp, 7
6211 - 2915 5358 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2920 5349 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2918 5361 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2917 5340 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2922 5343 0
//RSBOT DUMPED - Gorak, 149
6218 - 2922 5356 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2922 5358 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2923 5341 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2923 5343 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2924 5350 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2923 5349 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2923 5359 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2925 5358 0
//RSBOT DUMPED - Imp, 7
6211 - 2926 5348 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2925 5346 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2927 5347 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2929 5351 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2928 5348 0
//RSBOT DUMPED - Gorak, 149
6218 - 2929 5346 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2928 5357 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2912 5339 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2918 5339 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2912 5337 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2923 5338 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2926 5337 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2931 5337 0
//RSBOT DUMPED - Spiritual mage, 121
6221 - 2932 5345 0
//RSBOT DUMPED - Spiritual warrior, 115
6219 - 2914 5335 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2934 5348 0
//RSBOT DUMPED - Bloodveld, 81
6215 - 2934 5355 0
//RSBOT DUMPED - Spiritual ranger, 118
6220 - 2936 5354 0
//RSBOT DUMPED - K'ril Tsutsaroth, 650
6203 - 2928 5320 0
//RSBOT DUMPED - ZAMMY DEMON 1, 650
6204 - 2929 5328 0
//RSBOT DUMPED - ZAMMY DEMON 2, 650
6206 - 2920 5327 0
//RSBOT DUMPED - ZAMMY DEMON 3, 650
6208 - 2921 5321 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2919 5292 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2919 5293 0
//RSBOT DUMPED - Knight of Saradomin, 103
6258 - 2918 5294 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2923 5294 0
//RSBOT DUMPED - Knight of Saradomin, 101
6259 - 2920 5295 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2925 5295 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2924 5295 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2924 5294 0
//RSBOT DUMPED - Knight of Saradomin, 101
6259 - 2924 5293 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2924 5299 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2925 5296 0
//RSBOT DUMPED - Saradomin priest, 113
6254 - 2919 5294 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2923 5296 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2926 5298 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2931 5293 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2930 5289 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2931 5299 0
//RSBOT DUMPED - Knight of Saradomin, 101
6259 - 2933 5289 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2935 5290 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2924 5283 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2925 5283 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2923 5284 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2921 5283 0
//RSBOT DUMPED - Werewolf, 93
6213 - 2925 5284 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2923 5283 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2924 5284 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2936 5292 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2919 5282 0
//RSBOT DUMPED - Saradomin priest, 113
6254 - 2921 5281 0
//RSBOT DUMPED - Knight of Saradomin, 101
6259 - 2919 5279 0
//RSBOT DUMPED - Vampyre, 77
6214 - 2918 5280 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2921 5277 0
//RSBOT DUMPED - Saradomin priest, 113
6254 - 2910 5267 0
//RSBOT DUMPED - Spiritual mage, 120
6257 - 2910 5267 0
//RSBOT DUMPED - Bree, 146
6252 - 2900 5269 0
//RSBOT DUMPED - Commander Zilyana, 596
6247 - 2898 5264 0
//RSBOT DUMPED - Spiritual ranger, 122
6256 - 2918 5271 0
//RSBOT DUMPED - Gorak, 149
6218 - 2913 5271 0
//RSBOT DUMPED - Werewolf, 93
6212 - 2916 5269 0
//RSBOT DUMPED - Saradomin priest, 113
6254 - 2919 5274 0
//RSBOT DUMPED - Knight of Saradomin, 103
6258 - 2918 5274 0
//RSBOT DUMPED - Spiritual warrior, 125
6255 - 2917 5272 0
//RSBOT DUMPED - Icefiend, 18
3406 - 2917 5273 0
//RSBOT DUMPED - Starlight, 149
6248 - 2902 5260 0
//RSBOT DUMPED - Growler, 139
6250 - 2905 5265 0
//RSBOT DUMPED - , 0
6253 - 2905 5265 0
//Vyrewatch spawned by leighton
14098 - 3614 3365 0
//Vyrewatch spawned by leighton
14094 - 3611 3364 0
//Vyrewatch spawned by leighton
14090 - 3609 3364 0
//Vyrewatch spawned by leighton
14084 - 3608 3364 0
//Vyrewatch spawned by leighton
14098 - 3606 3365 0
//Vyrewatch spawned by leighton
14098 - 3606 3365 0
//Vyrewatch spawned by leighton
14098 - 3607 3364 0
//Vyrewatch spawned by leighton
14098 - 3604 3370 0
//Vyrewatch spawned by leighton
14098 - 3613 3365 0
//Vyrewatch spawned by leighton
14098 - 3608 3363 0
//Vyrewatch spawned by leighton
14098 - 3605 3361 0
//Vyrewatch spawned by leighton
14098 - 3605 3365 0
//Vyrewatch spawned by leighton
14098 - 3598 3359 0
//Vyrewatch spawned by leighton
14098 - 3590 3358 0
//Vyrewatch spawned by leighton
14098 - 3602 3356 0
//Vyrewatch spawned by leighton
14098 - 3601 3353 0
//Vyrewatch spawned by leighton
14098 - 3601 3345 0
//Vyrewatch spawned by leighton
14098 - 3601 3338 0
//Vyrewatch spawned by leighton
14098 - 3603 3331 0
//Vyrewatch spawned by leighton
14098 - 3617 3365 0
//Vyrewatch spawned by leighton
14098 - 3604 3371 0
//Vyrewatch spawned by leighton
14098 - 3605 3378 0
//Vyrewatch spawned by leighton
14098 - 3607 3385 0
//Vyrewatch spawned by leighton
14098 - 3596 3374 0
//Vyrewatch spawned by leighton
14098 - 3599 3373 0
//Legends guild
//Shadow warrior spawned by leighton
158 - 2697 9776 0
//Shadow warrior spawned by leighton
158 - 2700 9777 0
//Shadow warrior spawned by leighton
158 - 2700 9780 0
//Shadow warrior spawned by leighton
158 - 2704 9780 0
//Shadow warrior spawned by leighton
158 - 2705 9774 0
//Shadow warrior spawned by leighton
158 - 2705 9766 0
//Shadow warrior spawned by leighton
158 - 2701 9765 0
//Shadow warrior spawned by leighton
158 - 2705 9760 0
//Shadow warrior spawned by leighton
158 - 2705 9753 0
//Shadow warrior spawned by leighton
158 - 2703 9748 0
//Shadow warrior spawned by leighton
158 - 2706 9745 0
//Shadow warrior spawned by leighton
158 - 2703 9741 0
//Shadow warrior spawned by leighton
158 - 2704 9737 0
//Pit Scorpion spawned by leighton
109 - 2714 9742 0
//Pit Scorpion spawned by leighton
109 - 2716 9746 0
//Pit Scorpion spawned by leighton
109 - 2717 9750 0
//Pit Scorpion spawned by leighton
109 - 2721 9751 0
//Pit Scorpion spawned by leighton
109 - 2723 9746 0
//Pit Scorpion spawned by leighton
109 - 2725 9743 0
//Pit Scorpion spawned by leighton
109 - 2723 9756 0
//Pit Scorpion spawned by leighton
109 - 2727 9759 0
//Pit Scorpion spawned by leighton
109 - 2730 9762 0
//Pit Scorpion spawned by leighton
109 - 2731 9766 0
//Frost dragon spawned by justin
51 - 2922 3895 0
//Frost dragon spawned by justin
51 - 2928 3900 0
//Frost dragon spawned by justin
51 - 2933 3898 0
//Frost dragon spawned by justin
51 - 2920 3899 0
//Frost dragon spawned by justin
51 - 2920 3887 0
//Frost dragon spawned by justin
51 - 2920 3892 0
//Frost dragon spawned by justin
51 - 2912 3886 0
//Frost dragon spawned by justin
51 - 2912 3890 0
//Frost dragon spawned by justin
51 - 2913 3894 0
//Frost dragon spawned by justin
51 - 2921 3898 0
//Frost dragon spawned by justin
51 - 2926 3890 0
//Frost dragon spawned by justin
51 - 2925 3891 0
//Frost dragon spawned by justin
51 - 2925 3898 0
//Crypt rat spawned by justin
2032 - 3536 9694 0
//Crypt rat spawned by justin
2032 - 3534 9695 0
//Crypt rat spawned by justin
2032 - 3535 9697 0
//nomad
8528 - 3360 5860 0
//Crypt rat spawned by justin
2032 - 3537 9693 0
//Crypt rat spawned by justin
2032 - 3532 9691 0
//Giant crypt rat spawned by justin
2033 - 3534 9691 0
//Giant crypt rat spawned by justin
2033 - 3533 9693 0
//Giant crypt rat spawned by justin
2033 - 3535 9697 0
//Giant crypt rat spawned by justin
2033 - 3537 9695 0
268 - 199 5403 0
263 - 215 5404 0
//trio
15176 - 197 5388 0
15173 - 199 5388 0
15174 - 201 5388 0
//Giant crypt rat spawned by justin
// Chaos dwogre, 117, added by: ramy
8771 - 1498 4704 0
// Chaos dwogre, 117, added by: ramy
8771 - 1498 4704 0
// Chaos dwogre, 117, added by: ramy
8771 - 1503 4703 0
// Chaos dwogre, 117, added by: ramy
8771 - 1503 4707 0
// Chaos dwogre, 117, added by: ramy
8771 - 1506 4705 0
// Chaos dwogre, 117, added by: ramy
8771 - 1497 4698 0
// Chaos dwogre, 117, added by: ramy
8771 - 1493 4703 0
// Chaos dwogre, 117, added by: ramy
// Chaos dwogre, 117, added by: ramy
8771 - 1491 4708 0
// Chaos dwogre, 117, added by: ramy
8771 - 1495 4708 0
// Chaos dwogre, 117, added by: ramy
8771 - 1505 4705 0
// Chaos dwogre, 117, added by: ramy
8771 - 1513 4705 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1513 4703 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1509 4702 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1504 4698 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1503 4699 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1503 4703 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1499 4705 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8776 - 1495 4707 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8777 - 1491 4703 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8777 - 1496 4700 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8777 - 1503 4698 0
// Chaos dwarf hand cannoneer, 100, added by: ramy
8777 - 1511 4697 0
// Chaos dwarf, 48, added by: ramy
8778 - 1511 4701 0
// Chaos dwarf, 48, added by: ramy
8778 - 1515 4704 0
// Chaos dwarf, 48, added by: ramy
8778 - 1515 4709 0
// Chaos dwarf, 48, added by: ramy
8778 - 1512 4712 0
// Chaos dwarf, 48, added by: ramy
8778 - 1507 4710 0
// Chaos dwarf, 48, added by: ramy
8778 - 1501 4706 0
// Chaos dwarf, 48, added by: ramy
8778 - 1493 4704 0
// Chaos dwarf, 48, added by: ramy
8778 - 1494 4705 0
// Chaos dwarf, 48, added by: ramy
8778 - 1495 4709 0
// Chaos dwarf, 48, added by: ramy
8778 - 1500 4709 0
//Aquanite spawned by justin
9172 - 2741 9983 0
//Aquanite spawned by justin
9172 - 2739 9981 0
//Aquanite spawned by justin
9172 - 2735 9984 0
//Aquanite spawned by justin
9172 - 2736 9978 0
//Aquanite spawned by justin
9172 - 2735 9973 0
//Aquanite spawned by justin
9172 - 2729 9976 0
//Aquanite spawned by justin
9172 - 2728 9972 0
//Aquanite spawned by justin
9172 - 2722 9970 0
//Aquanite spawned by justin
9172 - 2715 9973 0
//Aquanite spawned by justin
9172 - 2718 9966 0
//Aquanite spawned by justin
9172 - 2711 9971 0
//Banker spawned by justin
44 - 2838 10205 0
//Banker spawned by justin
44 - 2837 10205 0
//Banker spawned by justin
44 - 2836 10205 0
//Banker spawned by justin
44 - 2836 10205 0
//Banker spawned by justin
44 - 2835 10205 0
//Banker spawned by justin
44 - 2904 5206 0
//Brian Twitcher spawned by justin
8556 - 3739 6435 0
//Hellhound spawned by justin
49 - 2859 9840 0
//Hellhound spawned by justin
49 - 2857 9836 0
//Hellhound spawned by justin
49 - 2855 9837 0
//Hellhound spawned by justin
49 - 2855 9841 0
//Hellhound spawned by justin
49 - 2858 9845 0
//Hellhound spawned by justin
49 - 2856 9849 0
//Black dragon spawned by justin
54 - 2824 9826 0
//Black dragon spawned by justin
54 - 2820 9831 0
//Baby blue dragon spawned by justin
52 - 2911 9799 0
//Baby blue dragon spawned by justin
52 - 2915 9799 0
//Baby blue dragon spawned by justin
52 - 2916 9799 0
//Baby blue dragon spawned by justin
52 - 2921 9803 0
//Baby blue dragon spawned by justin
52 - 2919 9801 0
//Baby blue dragon spawned by justin
52 - 2917 9803 0
//Baby blue dragon spawned by justin
52 - 2914 9806 0
//Baby blue dragon spawned by justin
52 - 2914 9806 0
//Baby blue dragon spawned by justin
52 - 2910 9808 0
//Baby blue dragon spawned by justin
52 - 2907 9807 0
//Baby blue dragon spawned by justin
52 - 2906 9805 0
//Baby blue dragon spawned by justin
52 - 2904 9803 0
//Baby blue dragon spawned by justin
52 - 2902 9800 0
//Baby blue dragon spawned by justin
52 - 2905 9796 0
//Rocktail shoal spawned by christina
8842 - 2861 5079 0
//Rocktail shoal spawned by christina
8842 - 2861 5077 0
//Rocktail shoal spawned by christina
8842 - 2862 5077 0
//Rocktail shoal spawned by christina
8842 - 2862 5078 0
//Rocktail shoal spawned by christina
8842 - 2862 5079 0
//Cavefish shoal spawned by christina
8841 - 2861 5072 0
//Cavefish shoal spawned by christina
8841 - 2863 5073 0
//Cavefish shoal spawned by christina
8841 - 2863 5072 0
//Cavefish shoal spawned by christina
8841 - 2863 5071 0
//Cavefish shoal spawned by christina
8841 - 2862 5070 0
//Fishing spot spawned by christina
312 - 2834 5079 0
//Fishing spot spawned by christina
312 - 2833 5080 0
//Fishing spot spawned by christina
312 - 2834 5078 0
//Fishing spot spawned by christina
312 - 2834 5077 0
//Fishing spot spawned by christina
312 - 2832 5077 0
//Fishing spot spawned by christina
952 - 2832 5078 0
//Fishing spot spawned by christina
952 - 2832 5079 0
//Fishing spot spawned by christina
952 - 2832 5073 0
//Fishing spot spawned by christina
952 - 2832 5072 0
//Fishing spot spawned by christina
952 - 2832 5071 0
//Fishing spot spawned by christina
952 - 2833 5070 0
//Fishing spot spawned by christina
327 - 2834 5071 0
//Fishing spot spawned by christina
327 - 2834 5072 0
//Fishing spot spawned by christina
327 - 2834 5073 0
//  - NEW HOME NEW AREA
6078 - 2856 3532 2
//Sunfreet spawned by christina
15222 - 216 5386 0
//dung npcs
11879 - 103 5142 0
9903 - 103 5125 0
12825 - 102 5161 0
10547 - 86 5172 0
10547 - 90 5171 0
10547 - 90 5178 0
10547 - 90 5180 0
10547 - 87 5177 0
10547 - 89 5176 0
10363 - 85 5162 0
10363 - 89 5156 0
10363 - 84 5155 0
10904 - 88 5161 0
10904 - 92 5165 0
10904 - 90 5157 0
10408 - 88 5141 0
10408 - 86 5145 0
10320 - 90 1542 0
10320 - 89 1546 0
10904 - 90 1548 0
10904 - 90 1548 0
10904 - 85 1539 0
10904 - 92 1538 0
14301 - 4194 5716 0
14301 - 4190 5708 0
14301 - 4182 5708 0
14301 - 4174 5722 0
14301 - 4192 5720 0
14301 - 4203 5716 0
14301 - 4176 5721 0
14301 - 4171 5715 0
14301 - 4184 5717 0
14301 - 4212 5710 0
14301 - 4212 5718 0
4698 - 3232 9263 0
4698 - 3226 9259 0
4698 - 3228 9253 0
4698 - 3235 9256 0
4698 - 3236 9248 0
4698 - 3231 9246 0
4698 - 3237 9241 0
4698 - 3239 9260 0
4698 - 3230 9267 0
4698 - 3227 9267 0
4698 - 3219 9262 0
4698 - 3226 9251 0
4698 - 3224 9247 0
4698 - 3225 9243 0
51 - 1300 4530 0
51 - 1306 4526 0
51 - 1311 4532 0
51 - 1319 4534 0
51 - 1326 4531 0
51 - 1330 4524 0
51 - 1330 4517 0
51 - 1321 4517 0
51 - 1319 4496 0
51 - 1310 4494 0
51 - 1301 4494 0
51 - 1294 4491 0
1648 - 3411 3550 0
1648 - 3411 3547 0
1648 - 3415 3545 0
1648 - 3418 3550 0
1648 - 3417 3417 0
1648 - 3421 3546 0
1648 - 3424 3543 0
1648 - 3428 3543 0
1648 - 3429 3545 0
1648 - 3413 3413 0
1637 - 3426 3554 0
1637 - 3423 3554 0
1637 - 3423 3557 0
1637 - 3426 3557 0
1637 - 3423 3559 0
1637 - 3419 3559 0
1637 - 3415 3557 0
1637 - 3419 3557 0
1637 - 3411 3557 0
1637 - 3411 3559 0
1637 - 3411 3563 0
1637 - 3411 3565 0
1637 - 3413 3565 0
1612 - 3430 3573 0
1612 - 3435 3573 0
1612 - 3441 3573 0
1612 - 3441 3563 0
1612 - 3438 3559 0
1612 - 3433 3564 0
1612 - 3443 3547 0
1612 - 3442 3540 0
1612 - 3439 3545 0
1613 - 3438 3563 2
1613 - 3442 3561 2
1613 - 3437 3558 2
1613 - 3446 3562 2
1613 - 3444 3568 2
1613 - 3439 3570 2
1613 - 3436 3568 2
1613 - 3435 3572 2
1613 - 3446 3572 2
1643 - 3435 3557 1
1643 - 3433 3561 1
1643 - 3435 3564 1
1643 - 3440 3561 1
1643 - 3444 3559 1
1643 - 3441 3556 1
1604 - 3426 3550 1
1604 - 3437 3548 1
1604 - 3439 3548 1
1604 - 3425 3553 1
1604 - 3424 3540 1
1604 - 3429 3543 1
1610 - 3434 3539 2
1610 - 3442 3539 2
1610 - 3441 3549 2
1610 - 3434 3551 2
1615 - 3421 3567 2
1615 - 3428 3565 2
1615 - 3426 3574 2
1615 - 3412 3571 2
1615 - 3417 3561 2
1615 - 3411 3559 2
1597 - 3425 3538 0
1600 - 2797 9996 0
1600 - 2793 9998 0
1600 - 2792 9993 0
1600 - 2790 9997 0
1600 - 2787 9994 0
1600 - 2784 9995 0
1600 - 2782 10000 0
1600 - 2785 9999 0
1632 - 2794 10016 0
1632 - 2792 10019 0
1632 - 2800 10013 0
1632 - 2798 10018 0
1632 - 2802 10021 0
1632 - 2804 10017 0
1632 - 2806 10021 0
1621 - 2802 10032 0
1621 - 2797 10031 0
1621 - 2800 10036 0
1621 - 2796 10034 0
1621 - 2792 10037 0
1621 - 2788 10034 0
1621 - 2785 10038 0
1633 - 2757 10011 0
1633 - 2761 10012 0
1633 - 2760 10008 0
1633 - 2757 10006 0
1633 - 2759 10003 0
1633 - 2762 10005 0
1633 - 2766 10002 0
1633 - 2760 10000 0
1633 - 2766 10004 0
1633 - 2761 9997 0
1616 - 2745 10004 0
1616 - 2740 10005 0
1616 - 2740 10010 0
1616 - 2746 10008 0
1616 - 2743 10012 0
1616 - 2746 10016 0
1640 - 2711 10031 0
1640 - 2712 10026 0
1640 - 2709 10023 0
1640 - 2707 10028 0
1640 - 2705 10025 0
1640 - 2703 10022 0
1640 - 2699 10023 0
1640 - 2697 10027 0
1640 - 2700 10030 0
1640 - 2703 10032 0
1627 - 2716 10010 0
1627 - 2720 10012 0
1627 - 2720 10008 0
1627 - 2719 10004 0
1627 - 2723 10006 0
1627 - 2724 10011 0
1627 - 2726 10007 0
1627 - 2722 10001 0
1627 - 2722 9996 0
1627 - 2729 9998 0
1609 - 2703 10001 0
1609 - 2704 9995 0
1609 - 2696 9994 0
1609 - 2695 10002 0
1609 - 2699 9998 0
5080 - 2494 2918 0
5080 - 2492 2914 0
5080 - 2487 2916 0
5073 - 2485 2906 0
5073 - 2482 2901 0
5075 - 2486 2897 0
5075 - 2493 2895 0
7031 - 2500 2896 0
7031 - 2505 2898 0
5072 - 2509 2902 0
5072 - 2511 2906 0
5074 - 2512 2913 0
5074 - 2517 2910 0
